"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"112305","100010001","0000","243139","1044642","1960","G13D61","U","Durango","Canatlán"
"112306","100010002","090-4","241820","1044638","1940","G13D71","R","Durango","Canatlán"
"112307","100010003","","0","0","","","R","Durango","Canatlán"
"112308","100010004","088-7","242436","1043639","1950","G13D72","R","Durango","Canatlán"
"112309","100010005","075-A","244328","1045230","1990","G13D61","R","Durango","Canatlán"
"112310","100010006","","0","0","","","R","Durango","Canatlán"
"112311","100010007","","0","0","","","R","Durango","Canatlán"
"112312","100010008","","0","0","","","R","Durango","Canatlán"
"112313","100010009","","0","0","","","R","Durango","Canatlán"
"112314","100010010","090-4","241914","1044607","1940","G13D71","R","Durango","Canatlán"
"112315","100010011","074-5","244548","1045234","2160","G13D51","R","Durango","Canatlán"
"112316","100010012","083-4","243109","1043901","1940","G13D62","R","Durango","Canatlán"
"112317","100010013","","0","0","","","R","Durango","Canatlán"
"112318","100010014","","0","0","","","R","Durango","Canatlán"
"112319","100010015","","0","0","","","R","Durango","Canatlán"
"112320","100010016","","0","0","","","R","Durango","Canatlán"
"112321","100010017","","0","0","","","R","Durango","Canatlán"
"112322","100010018","","0","0","","","R","Durango","Canatlán"
"112323","100010019","","0","0","","","R","Durango","Canatlán"
"112324","100010020","082-A","243148","1044748","1960","G13D61","R","Durango","Canatlán"
"112325","100010021","","0","0","","","R","Durango","Canatlán"
"112326","100010022","082-A","243304","1044620","1960","G13D61","R","Durango","Canatlán"
"112327","100010023","074-5","244637","1045242","1950","G13D51","R","Durango","Canatlán"
"112328","100010024","078-3","243703","1051719","1970","G13C69","R","Durango","Canatlán"
"112329","100010025","","0","0","","","R","Durango","Canatlán"
"112330","100010026","075-A","244508","1045209","1950","G13D51","R","Durango","Canatlán"
"112331","100010027","","0","0","","","R","Durango","Canatlán"
"112332","100010028","087-2","241916","1044220","1920","G13D71","R","Durango","Canatlán"
"112333","100010029","081-5","243441","1045917","2460","G13D61","R","Durango","Canatlán"
"112334","100010030","","0","0","","","R","Durango","Canatlán"
"112335","100010031","082-A","243118","1044559","1940","G13D61","R","Durango","Canatlán"
"112336","100010032","","0","0","","","R","Durango","Canatlán"
"112337","100010033","","0","0","","","R","Durango","Canatlán"
"112338","100010034","","0","0","","","R","Durango","Canatlán"
"112339","100010035","076-4","243718","1044212","1950","G13D61","R","Durango","Canatlán"
"112340","100010036","","0","0","","","R","Durango","Canatlán"
"112341","100010037","","0","0","","","R","Durango","Canatlán"
"112342","100010038","","0","0","","","R","Durango","Canatlán"
"112343","100010039","","0","0","","","R","Durango","Canatlán"
"112344","100010040","","0","0","","","R","Durango","Canatlán"
"112345","100010041","077-9","243701","1043655","2030","G13D62","R","Durango","Canatlán"
"112346","100010042","077-9","243654","1043819","1980","G13D62","R","Durango","Canatlán"
"112347","100010043","086-8","242442","1045405","2440","G13D71","R","Durango","Canatlán"
"112348","100010044","","0","0","","","R","Durango","Canatlán"
"112349","100010045","087-2","242630","1044159","1920","G13D71","R","Durango","Canatlán"
"112350","100010046","","0","0","","","R","Durango","Canatlán"
"112351","100010047","090-4","242203","1044407","1920","G13D71","R","Durango","Canatlán"
"112352","100010048","079-8","242920","1051101","2010","G13C79","R","Durango","Canatlán"
"112353","100010049","080-0","243813","1044944","2000","G13D61","R","Durango","Canatlán"
"112354","100010050","","0","0","","","R","Durango","Canatlán"
"112355","100010051","","0","0","","","R","Durango","Canatlán"
"112356","100010052","079-8","243307","1051353","2025","G13C69","R","Durango","Canatlán"
"112357","100010053","","0","0","","","R","Durango","Canatlán"
"112358","100010054","","0","0","","","R","Durango","Canatlán"
"112359","100010055","","0","0","","","R","Durango","Canatlán"
"112360","100010056","","0","0","","","R","Durango","Canatlán"
"112361","100010057","","0","0","","","R","Durango","Canatlán"
"112362","100010058","","0","0","","","R","Durango","Canatlán"
"112363","100010059","090-4","241806","1045307","2640","G13D71","R","Durango","Canatlán"
"112364","100010060","076-4","243552","1044313","1930","G13D61","R","Durango","Canatlán"
"112365","100010061","","0","0","","","R","Durango","Canatlán"
"112366","100010062","074-5","244547","1044546","1980","G13D51","R","Durango","Canatlán"
"112367","100010063","087-2","242716","1044232","1920","G13D71","R","Durango","Canatlán"
"112368","100010064","","0","0","","","R","Durango","Canatlán"
"112369","100010065","","0","0","","","R","Durango","Canatlán"
"112370","100010066","078-3","243041","1052716","2560","G13C68","R","Durango","Canatlán"
"112371","100010067","075-A","243959","1045207","2050","G13D61","R","Durango","Canatlán"
"112372","100010068","","0","0","","","R","Durango","Canatlán"
"112373","100010069","082-A","243009","1044430","1940","G13D61","R","Durango","Canatlán"
"112374","100010070","","0","0","","","R","Durango","Canatlán"
"112375","100010071","084-9","242815","1052502","2550","G13C78","R","Durango","Canatlán"
"112376","100010072","087-2","242736","1044500","1940","G13D71","R","Durango","Canatlán"
"112377","100010073","079-8","243122","1051151","2030","G13C69","R","Durango","Canatlán"
"112378","100010074","077-9","243344","1043801","2000","G13D62","R","Durango","Canatlán"
"112379","100010075","","0","0","","","R","Durango","Canatlán"
"112380","100010076","085-3","242222","1051616","2560","G13C79","R","Durango","Canatlán"
"112381","100010077","","0","0","","","R","Durango","Canatlán"
"112382","100010078","076-4","244042","1044142","1980","G13D61","R","Durango","Canatlán"
"112383","100010079","","0","0","","","R","Durango","Canatlán"
"112384","100010080","","0","0","","","R","Durango","Canatlán"
"112385","100010081","","0","0","","","R","Durango","Canatlán"
"112386","100010082","","0","0","","","R","Durango","Canatlán"
"112387","100010083","090-4","242330","1044436","1920","G13D71","R","Durango","Canatlán"
"112388","100010084","087-2","242645","1044452","1940","G13D71","R","Durango","Canatlán"
"112389","100010085","","0","0","","","R","Durango","Canatlán"
"112390","100010086","","0","0","","","R","Durango","Canatlán"
"112391","100010087","","0","0","","","R","Durango","Canatlán"
"112392","100010088","","0","0","","","R","Durango","Canatlán"
"112393","100010089","","0","0","","","R","Durango","Canatlán"
"112394","100010090","","0","0","","","U","Durango","Canatlán"
"112395","100010091","","0","0","","","R","Durango","Canatlán"
"112396","100010092","082-A","243313","1044405","1940","G13D61","R","Durango","Canatlán"
