"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"29977","050010001","008-7","271055","1012535","0440","G14A42","U","Coahuila de Zaragoza","Abasolo"
"29978","050010002","011-9","270709","1011631","0420","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29979","050010003","011-9","271037","1011432","0390","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29980","050010004","013-8","270227","1010944","0450","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29981","050010005","012-3","270621","1010212","0510","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29982","050010006","002-A","270441","1012018","0460","G14A42","R","Coahuila de Zaragoza","Abasolo"
"29983","050010007","009-1","271204","1012129","0420","G14A42","R","Coahuila de Zaragoza","Abasolo"
"29984","050010008","013-8","270459","1011210","0430","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29985","050010009","011-9","270654","1011027","0430","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29986","050010010","","0","0","","","R","Coahuila de Zaragoza","Abasolo"
"29987","050010011","013-8","270403","1011925","0450","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29988","050010012","002-A","270358","1012051","0470","G14A42","R","Coahuila de Zaragoza","Abasolo"
"29989","050010013","","0","0","","","R","Coahuila de Zaragoza","Abasolo"
"29990","050010014","009-1","271126","1012418","0425","G14A42","R","Coahuila de Zaragoza","Abasolo"
"29991","050010015","011-9","270813","1011440","0410","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29992","050010017","009-1","271234","1012812","0450","G14A42","R","Coahuila de Zaragoza","Abasolo"
"29993","050010018","010-4","270855","1011550","0410","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29994","050010019","011-9","270755","1011602","0420","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29995","050010020","009-1","271118","1012540","0440","G14A42","R","Coahuila de Zaragoza","Abasolo"
"29996","050010021","","0","0","","","R","Coahuila de Zaragoza","Abasolo"
"29997","050010022","011-9","270910","1011459","0400","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29998","050010024","010-4","270652","1011646","0420","G14A43","R","Coahuila de Zaragoza","Abasolo"
"29999","050010025","010-4","270615","1011719","0430","G14A43","R","Coahuila de Zaragoza","Abasolo"
"30000","050010029","009-1","271154","1012208","0430","G14A42","R","Coahuila de Zaragoza","Abasolo"
"30001","050010030","009-1","271117","1012318","0428","G14A42","R","Coahuila de Zaragoza","Abasolo"
"30002","050010031","009-1","271103","1012437","0324","G14A42","R","Coahuila de Zaragoza","Abasolo"
"30003","050010033","012-3","270352","1010018","0540","G14A43","R","Coahuila de Zaragoza","Abasolo"
"30004","050010034","016-1","271327","1011800","0410","G14A43","R","Coahuila de Zaragoza","Abasolo"
