"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"138073","120010001","003-4","165149","0995257","0030","E14C57","U","Guerrero","Acapulco de Juárez"
"138074","120010077","193-5","170545","0993354","0270","E14C48","R","Guerrero","Acapulco de Juárez"
"138075","120010078","199-2","165031","0993827","0040","E14C58","R","Guerrero","Acapulco de Juárez"
"138076","120010079","193-5","170304","0993458","0210","E14C48","R","Guerrero","Acapulco de Juárez"
"138077","120010080","200-7","165848","0993026","0340","E14C58","R","Guerrero","Acapulco de Juárez"
"138078","120010081","475-1","164910","0993958","0062","E14C58","U","Guerrero","Acapulco de Juárez"
"138079","120010082","199-2","165114","0993522","0160","E14C58","R","Guerrero","Acapulco de Juárez"
"138080","120010083","199-2","165449","0993516","0120","E14C58","R","Guerrero","Acapulco de Juárez"
"138081","120010084","","0","0","","","R","Guerrero","Acapulco de Juárez"
"138082","120010085","204-5","164129","0993736","0010","E14C68","R","Guerrero","Acapulco de Juárez"
"138083","120010086","199-2","165334","0993239","0220","E14C58","R","Guerrero","Acapulco de Juárez"
"138084","120010087","199-2","164928","0994226","0032","E14C57","R","Guerrero","Acapulco de Juárez"
"138085","120010088","199-2","165310","0993638","0020","E14C58","R","Guerrero","Acapulco de Juárez"
"138086","120010089","192-0","170253","0994115","0680","E14C47","R","Guerrero","Acapulco de Juárez"
"138087","120010090","199-2","165005","0993412","0160","E14C58","R","Guerrero","Acapulco de Juárez"
"138088","120010091","199-2","165339","0993551","0170","E14C58","R","Guerrero","Acapulco de Juárez"
"138089","120010092","201-1","165356","0995242","0420","E14C57","R","Guerrero","Acapulco de Juárez"
"138090","120010093","199-2","165214","0993714","0030","E14C58","R","Guerrero","Acapulco de Juárez"
"138091","120010094","","0","0","","","R","Guerrero","Acapulco de Juárez"
"138092","120010095","204-5","164630","0993744","0040","E14C58","R","Guerrero","Acapulco de Juárez"
"138093","120010096","","0","0","","","R","Guerrero","Acapulco de Juárez"
"138094","120010097","193-5","170227","0993645","0140","E14C48","R","Guerrero","Acapulco de Juárez"
"138095","120010098","199-2","165250","0993911","0040","E14C58","R","Guerrero","Acapulco de Juárez"
"138096","120010099","199-2","165050","0993600","0140","E14C58","R","Guerrero","Acapulco de Juárez"
"138097","120010100","","0","0","","","R","Guerrero","Acapulco de Juárez"
"138098","120010101","196-9","170117","0993856","0220","E14C48","R","Guerrero","Acapulco de Juárez"
"138099","120010102","195-4","165831","0994408","0256","E14C57","R","Guerrero","Acapulco de Juárez"
"138100","120010103","199-2","165358","0993529","0150","E14C58","R","Guerrero","Acapulco de Juárez"
"138101","120010104","204-5","164607","0994004","0020","E14C57","R","Guerrero","Acapulco de Juárez"
"138102","120010105","199-2","165515","0993941","0243","E14C58","R","Guerrero","Acapulco de Juárez"
"138103","120010106","200-7","165823","0993113","0380","E14C58","R","Guerrero","Acapulco de Juárez"
"138104","120010107","199-2","165330","0993444","0170","E14C58","R","Guerrero","Acapulco de Juárez"
"138105","120010108","199-2","165346","0993720","0050","E14C58","R","Guerrero","Acapulco de Juárez"
"138106","120010109","198-8","165713","0994820","0073","E14C57","R","Guerrero","Acapulco de Juárez"
"138107","120010110","0000","165948","0994655","0230","E14C57","U","Guerrero","Acapulco de Juárez"
"138108","120010111","195-4","170131","0994734","0320","E14C47","R","Guerrero","Acapulco de Juárez"
"138109","120010112","195-4","170236","0994643","0400","E14C47","R","Guerrero","Acapulco de Juárez"
"138110","120010113","195-4","170258","0994610","0420","E14C47","R","Guerrero","Acapulco de Juárez"
"138111","120010114","195-4","170326","0994535","0420","E14C47","R","Guerrero","Acapulco de Juárez"
