"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"21468","040010001","027-5","202226","0900308","0015","F15D79","U","Campeche","Calkiní"
"21469","040010002","019-0","204128","0902709","0005","F15D68","R","Campeche","Calkiní"
"21470","040010003","026-0","201724","0900327","0010","F15D79","R","Campeche","Calkiní"
"21471","040010004","031-1","202639","0900148","0020","F15D79","U","Campeche","Calkiní"
"21472","040010005","023-7","201859","0901051","0003","F15D79","R","Campeche","Calkiní"
"21473","040010006","024-1","201559","0901042","0004","F15D79","R","Campeche","Calkiní"
"21474","040010007","017-1","201907","0900320","0010","F15D79","U","Campeche","Calkiní"
"21475","040010008","036-4","202405","0900856","0004","F15D79","U","Campeche","Calkiní"
"21476","040010009","021-8","202159","0901308","0003","F15D79","R","Campeche","Calkiní"
"21477","040010010","024-1","201830","0900811","0005","F15D79","R","Campeche","Calkiní"
"21478","040010011","020-3","202620","0901402","0003","F15D79","R","Campeche","Calkiní"
"21479","040010012","020-3","202354","0901423","0003","F15D79","R","Campeche","Calkiní"
"21480","040010013","024-1","202003","0900615","0007","F15D79","R","Campeche","Calkiní"
"21481","040010014","020-3","203027","0901430","0010","F15D69","R","Campeche","Calkiní"
"21482","040010015","025-6","202356","0900223","0015","F15D79","R","Campeche","Calkiní"
"21483","040010016","021-8","202220","0901443","0003","F15D79","R","Campeche","Calkiní"
"21484","040010017","","0","0","","","R","Campeche","Calkiní"
"21485","040010018","019-0","203201","0902208","0005","F15D68","R","Campeche","Calkiní"
"21486","040010021","021-8","202730","0901359","0010","F15D79","R","Campeche","Calkiní"
"21487","040010022","025-6","202049","0900431","0015","F15D79","R","Campeche","Calkiní"
"21488","040010023","021-8","202415","0901115","0005","F15D79","R","Campeche","Calkiní"
"21489","040010025","025-6","202028","0895654","0020","F16C71","R","Campeche","Calkiní"
"21490","040010026","026-0","202014","0900318","0010","F15D79","R","Campeche","Calkiní"
"21491","040010029","026-0","202015","0900059","0030","F15D79","R","Campeche","Calkiní"
"21492","040010032","020-3","202328","0901432","0003","F15D79","R","Campeche","Calkiní"
"21493","040010034","022-2","202449","0895751","0025","F16C71","R","Campeche","Calkiní"
"21494","040010037","026-0","201915","0900401","0000","F15D79","R","Campeche","Calkiní"
"21495","040010038","021-8","202336","0900718","0005","F15D79","R","Campeche","Calkiní"
"21496","040010039","021-8","900710","0901340","0000","F15D79","R","Campeche","Calkiní"
"21497","040010040","021-8","202345","0900720","0000","F15D79","R","Campeche","Calkiní"
"21498","040010043","","0","0","","","R","Campeche","Calkiní"
"21499","040010044","026-0","201732","0900302","0015","F15D79","R","Campeche","Calkiní"
"21500","040010047","026-0","201948","0900209","0015","F15D79","R","Campeche","Calkiní"
"21501","040010050","019-0","204737","0902455","0001","F15D58","R","Campeche","Calkiní"
"21502","040010051","022-2","202450","0900359","0010","F15D79","R","Campeche","Calkiní"
"21503","040010052","021-8","202358","0901150","0004","F15D79","R","Campeche","Calkiní"
"21504","040010053","024-1","201212","0901022","0010","F15D89","R","Campeche","Calkiní"
"21505","040010055","025-6","202106","0900315","0015","F15D79","R","Campeche","Calkiní"
"21506","040010057","","0","0","","","R","Campeche","Calkiní"
"21507","040010058","021-8","202359","0900800","0005","F15D79","R","Campeche","Calkiní"
"21508","040010059","","0","0","","","R","Campeche","Calkiní"
"21509","040010060","","0","0","","","R","Campeche","Calkiní"
"21510","040010061","026-0","201920","0900218","0010","F15D79","R","Campeche","Calkiní"
"21511","040010062","","0","0","","","R","Campeche","Calkiní"
"21512","040010063","019-0","204630","0902443","0005","F15D58","R","Campeche","Calkiní"
"21513","040010064","021-8","202414","0900805","0005","F15D79","R","Campeche","Calkiní"
