"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"289110","260010001","005-5","294930","1101334","0600","H12D13","U","Sonora","Aconchi"
"289111","260010002","008-9","294840","1101319","0600","H12D13","R","Sonora","Aconchi"
"289112","260010003","009-3","294739","1101239","0600","H12D13","R","Sonora","Aconchi"
"289113","260010004","009-3","294820","1100723","0720","H12D13","R","Sonora","Aconchi"
"289114","260010005","","0","0","","","R","Sonora","Aconchi"
"289115","260010006","008-9","294540","1101139","0600","H12D13","R","Sonora","Aconchi"
"289116","260010007","008-9","294624","1101200","0600","H12D13","R","Sonora","Aconchi"
"289117","260010008","","0","0","","","R","Sonora","Aconchi"
"289118","260010010","010-6","294932","1100420","0860","H12D13","R","Sonora","Aconchi"
"289119","260010011","","0","0","","","R","Sonora","Aconchi"
"289120","260010012","","0","0","","","R","Sonora","Aconchi"
"289121","260010014","","0","0","","","R","Sonora","Aconchi"
"289122","260010015","","0","0","","","R","Sonora","Aconchi"
"289123","260010016","","0","0","","","R","Sonora","Aconchi"
"289124","260010017","","0","0","","","R","Sonora","Aconchi"
"289125","260010019","","0","0","","","R","Sonora","Aconchi"
"289126","260010023","008-9","295030","1101624","0640","H12D13","R","Sonora","Aconchi"
"289127","260010029","","0","0","","","R","Sonora","Aconchi"
"289128","260010031","","0","0","","","R","Sonora","Aconchi"
"289129","260010033","","0","0","","","R","Sonora","Aconchi"
"289130","260010035","008-9","295018","1101357","0600","H12D13","R","Sonora","Aconchi"
"289131","260010039","008-9","294853","1101330","0600","H12D13","R","Sonora","Aconchi"
"289132","260010040","","0","0","","","R","Sonora","Aconchi"
"289133","260010043","008-9","295027","1101457","0600","H12D13","R","Sonora","Aconchi"
"289134","260010049","","0","0","","","R","Sonora","Aconchi"
"289135","260020001","051-2","311933","1093256","1210","H12B35","U","Sonora","Agua Prieta"
"289136","260020002","121-A","305652","1091536","0900","H12B56","R","Sonora","Agua Prieta"
"289137","260020003","","0","0","","","R","Sonora","Agua Prieta"
"289138","260020004","094-0","311620","1093313","1230","H12B35","R","Sonora","Agua Prieta"
"289139","260020005","","0","0","","","R","Sonora","Agua Prieta"
"289140","260020006","","0","0","","","R","Sonora","Agua Prieta"
"289141","260020007","","0","0","","","R","Sonora","Agua Prieta"
"289142","260020008","121-A","305106","1091357","0840","H12B56","R","Sonora","Agua Prieta"
"289143","260020009","104-6","310900","1093233","1120","H12B45","R","Sonora","Agua Prieta"
"289144","260020010","","0","0","","","R","Sonora","Agua Prieta"
"289145","260020011","","0","0","","","R","Sonora","Agua Prieta"
"289146","260020012","","0","0","","","R","Sonora","Agua Prieta"
"289147","260020013","121-A","304937","1091309","0820","H12B56","R","Sonora","Agua Prieta"
"289148","260020014","","0","0","","","U","Sonora","Agua Prieta"
"289149","260020015","107-A","311418","1091616","1060","H12B46","R","Sonora","Agua Prieta"
"289150","260020016","108-4","310739","1091744","0980","H12B46","R","Sonora","Agua Prieta"
"289151","260020018","","0","0","","","R","Sonora","Agua Prieta"
"289152","260020019","","0","0","","","R","Sonora","Agua Prieta"
"289153","260020020","","0","0","","","R","Sonora","Agua Prieta"
"289154","260020021","104-6","311247","1093453","1200","H12B45","R","Sonora","Agua Prieta"
"289155","260020022","096-A","311835","1092342","1320","H12B35","R","Sonora","Agua Prieta"
"289156","260020023","097-4","311614","1091204","1140","H12B36","R","Sonora","Agua Prieta"
"289157","260020024","","0","0","","","R","Sonora","Agua Prieta"
"289158","260020025","113-5","310427","1091801","0940","H12B46","R","Sonora","Agua Prieta"
