"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"367899","310010001","010-7","203848","0894047","0017","F16C61","U","Yucatán","Abalá"
"367900","310010003","008-A","203720","0893615","0012","F16C62","R","Yucatán","Abalá"
"367901","310010005","007-5","204131","0894053","0012","F16C61","R","Yucatán","Abalá"
"367902","310010006","008-A","204123","0893908","0009","F16C62","R","Yucatán","Abalá"
"367903","310010007","008-A","204140","0893538","0009","F16C62","R","Yucatán","Abalá"
"367904","310010008","007-5","204321","0894108","0012","F16C61","R","Yucatán","Abalá"
"367905","310010009","007-5","204134","0894447","0011","F16C61","R","Yucatán","Abalá"
"367906","310010012","007-5","204235","0894300","0011","F16C61","R","Yucatán","Abalá"
"367907","310010015","008-A","204108","0893757","0009","F16C62","R","Yucatán","Abalá"
"367908","310010017","008-A","203708","0893217","0012","F16C62","R","Yucatán","Abalá"
"367909","310010018","007-5","203825","0893925","0009","F16C62","R","Yucatán","Abalá"
"367910","310010019","007-5","203735","0893852","0009","F16C62","R","Yucatán","Abalá"
"367911","310010021","007-5","203940","0894313","0012","F16C61","R","Yucatán","Abalá"
"367912","310010023","007-5","203854","0894300","0012","F16C61","R","Yucatán","Abalá"
"367913","310010025","008-A","204308","0893749","0009","F16C62","R","Yucatán","Abalá"
"367914","310010026","008-A","204306","0893744","0009","F16C62","R","Yucatán","Abalá"
"367915","310010027","007-5","203938","0894054","0009","F16C61","R","Yucatán","Abalá"
"367916","310010030","007-5","203812","0893943","0009","F16C62","R","Yucatán","Abalá"
"367917","310010032","007-5","203805","0894128","0012","F16C61","R","Yucatán","Abalá"
"367918","310010037","007-5","203911","0894044","0012","F16C61","R","Yucatán","Abalá"
"367919","310010042","008-A","204002","0893557","0009","F16C62","R","Yucatán","Abalá"
"367920","310010043","008-A","203945","0893602","0009","F16C62","R","Yucatán","Abalá"
"367921","310010044","008-A","203928","0893559","0009","F16C62","R","Yucatán","Abalá"
"367922","310010045","008-A","203902","0893559","0009","F16C62","R","Yucatán","Abalá"
"367923","310010046","007-5","203910","0894048","0012","F16C61","R","Yucatán","Abalá"
"367924","310010047","007-5","203827","0894024","0012","F16C61","R","Yucatán","Abalá"
"367925","310010048","007-5","203852","0894124","0012","F16C61","R","Yucatán","Abalá"
"367926","310010049","007-5","203907","0894054","0012","F16C61","R","Yucatán","Abalá"
"367927","310010050","007-5","203840","0894120","0012","F16C61","R","Yucatán","Abalá"
"367928","310010053","007-5","203856","0894120","0017","F16C61","R","Yucatán","Abalá"
"367929","310010054","007-5","204004","0894242","0012","F16C61","R","Yucatán","Abalá"
"367930","310010055","007-5","203930","0894102","0010","F16C61","R","Yucatán","Abalá"
"367931","310019901","","0","0","","","U","Yucatán","Abalá"
"367932","310020001","003-4","204846","0892713","0010","F16C52","U","Yucatán","Acanceh"
"367933","310020002","005-3","205137","0892553","0010","F16C52","R","Yucatán","Acanceh"
"367934","310020003","005-3","204912","0892915","0010","F16C52","R","Yucatán","Acanceh"
"367935","310020004","005-3","204836","0892837","0000","F16C52","R","Yucatán","Acanceh"
"367936","310020005","005-3","205029","0892834","0010","F16C52","R","Yucatán","Acanceh"
"367937","310020006","005-3","204958","0892617","0010","F16C52","R","Yucatán","Acanceh"
"367938","310020007","005-3","204754","0892555","0010","F16C52","R","Yucatán","Acanceh"
"367939","310020008","005-3","204905","0892800","0010","F16C52","R","Yucatán","Acanceh"
"367940","310020009","005-3","204720","0892725","0010","F16C52","R","Yucatán","Acanceh"
"367941","310020010","005-3","205235","0892954","0010","F16C52","R","Yucatán","Acanceh"
"367942","310020011","005-3","205321","0892622","0010","F16C52","R","Yucatán","Acanceh"
"367943","310020012","005-3","204838","0892448","0010","F16C52","R","Yucatán","Acanceh"
"367944","310020014","005-3","204703","0892402","0010","F16C52","R","Yucatán","Acanceh"
"367945","310020016","005-3","204631","0892635","0010","F16C52","R","Yucatán","Acanceh"
"367946","310020018","005-3","204718","O892805","0000","F16C52","R","Yucatán","Acanceh"
"367947","310020019","005-3","205202","0892555","0010","F16C52","R","Yucatán","Acanceh"
"367948","310020021","005-3","205146","0892523","0010","F16C52","R","Yucatán","Acanceh"
"367949","310020022","005-3","205122","0892524","0010","F16C52","R","Yucatán","Acanceh"
"367950","310020023","005-3","205108","0892912","0010","F16C52","R","Yucatán","Acanceh"
"367951","310020024","005-3","204625","0892753","0010","F16C52","R","Yucatán","Acanceh"
"367952","310020025","005-3","204934","0892631","0010","F16C52","R","Yucatán","Acanceh"
"367953","310020026","005-3","204555","0892445","0010","F16C52","R","Yucatán","Acanceh"
"367954","310020027","005-3","205155","0892846","0010","F16C52","R","Yucatán","Acanceh"
"367955","310020028","005-3","205024","0892614","0010","F16C52","R","Yucatán","Acanceh"
"367956","310020029","005-3","205216","0892601","0010","F16C52","R","Yucatán","Acanceh"
"367957","310020030","005-3","204820","0892752","0010","F16C52","R","Yucatán","Acanceh"
"367958","310020031","005-3","204547","0892417","0010","F16C52","R","Yucatán","Acanceh"
"367959","310020032","005-3","205023","0892604","0010","F16C52","R","Yucatán","Acanceh"
"367960","310020033","005-3","204915","0892727","0010","F16C52","R","Yucatán","Acanceh"
"367961","310020034","005-3","204927","0892745","0010","F16C52","R","Yucatán","Acanceh"
"367962","310020035","005-3","204912","0892731","0010","F16C52","R","Yucatán","Acanceh"
"367963","310020036","005-3","204925","0892759","0010","F16C52","R","Yucatán","Acanceh"
"367964","310020037","005-3","204759","0892724","0010","F16C52","R","Yucatán","Acanceh"
"367965","310020039","005-3","204838","0892542","0010","F16C52","R","Yucatán","Acanceh"
"367966","310020046","005-3","205145","0892715","0010","F16C52","R","Yucatán","Acanceh"
"367967","310020053","","0","0","","","R","Yucatán","Acanceh"
"367968","310020054","","0","0","","","R","Yucatán","Acanceh"
"367969","310020067","005-3","205230","0892940","0010","F16C52","R","Yucatán","Acanceh"
"367970","310020068","","0","0","","","R","Yucatán","Acanceh"
"367971","310020070","005-3","205217","0893002","0010","F16C52","R","Yucatán","Acanceh"
"367972","310020071","","0","0","","","R","Yucatán","Acanceh"
"367973","310020072","","0","0","","","R","Yucatán","Acanceh"
"367974","310020077","","0","0","","","R","Yucatán","Acanceh"
"367975","310020079","","0","0","","","R","Yucatán","Acanceh"
"367976","310029901","","0","0","","","U","Yucatán","Acanceh"
"367977","310030001","004-6","201556","0892052","0031","F16C72","U","Yucatán","Akil"
"367978","310030002","","0","0","","","R","Yucatán","Akil"
"367979","310030003","009-9","201521","0892151","0031","F16C72","R","Yucatán","Akil"
"367980","310030004","009-9","201507","0892024","0000","F16C72","R","Yucatán","Akil"
"367981","310030005","009-9","201155","0892235","0035","F16C82","R","Yucatán","Akil"
"367982","310030006","","0","0","","","R","Yucatán","Akil"
"367983","310030008","","0","0","","","R","Yucatán","Akil"
"367984","310030009","009-9","201645","0892030","0000","F16C72","R","Yucatán","Akil"
"367985","310030010","009-9","201634","0892032","0028","F16C72","R","Yucatán","Akil"
