"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"205842","170010001","006-0","183555","0992210","0900","E14A68","U","Morelos","Amacuzac"
"205843","170010002","005-6","183429","0992046","0900","E14A68","R","Morelos","Amacuzac"
"205844","170010003","005-6","183422","0992317","0950","E14A68","R","Morelos","Amacuzac"
"205845","170010004","005-6","183428","0992212","0920","E14A68","R","Morelos","Amacuzac"
"205846","170010005","004-1","183636","0992528","0920","E14A68","R","Morelos","Amacuzac"
"205847","170010006","005-6","183525","0992112","0900","E14A68","R","Morelos","Amacuzac"
"205848","170010007","005-6","183304","0992205","0980","E14A68","R","Morelos","Amacuzac"
"205849","170010008","014-5","183651","0992049","0920","E14A68","U","Morelos","Amacuzac"
"205850","170010009","004-1","183703","0992710","0960","E14A68","R","Morelos","Amacuzac"
"205851","170010010","005-6","183147","0992129","1180","E14A68","R","Morelos","Amacuzac"
"205852","170010012","005-6","183416","0992117","0900","E14A68","R","Morelos","Amacuzac"
"205853","170010013","","0","0","","","R","Morelos","Amacuzac"
"205854","170010014","004-1","183754","0992338","0940","E14A68","R","Morelos","Amacuzac"
"205855","170010015","","0","0","","","R","Morelos","Amacuzac"
"205856","170010016","005-6","183541","0992238","0920","E14A68","R","Morelos","Amacuzac"
"205857","170010019","004-1","183627","0992456","0950","E14A68","R","Morelos","Amacuzac"
"205858","170010021","004-1","183623","0992430","0980","E14A68","R","Morelos","Amacuzac"
"205859","170010026","005-6","183435","0992236","0950","E14A68","R","Morelos","Amacuzac"
"205860","170010027","005-6","183541","0992303","0940","E14A68","R","Morelos","Amacuzac"
"205861","170010028","004-1","183857","0992415","1030","E14A68","R","Morelos","Amacuzac"
"205862","170010029","005-6","183633","0992214","0970","E14A68","R","Morelos","Amacuzac"
"205863","170010030","004-1","183640","0992550","0940","E14A68","R","Morelos","Amacuzac"
"205864","170010031","005-6","183644","0992337","1000","E14A68","R","Morelos","Amacuzac"
"205865","170010032","004-1","183554","0992405","0900","E14A68","R","Morelos","Amacuzac"
"205866","170010033","005-6","183703","0992047","0900","E14A68","R","Morelos","Amacuzac"
"205867","170010034","005-6","183451","0992328","1020","E14A68","R","Morelos","Amacuzac"
"205868","170010035","004-1","183520","0992544","0940","E14A68","R","Morelos","Amacuzac"
"205869","170010036","005-6","183645","0992122","0930","E14A68","R","Morelos","Amacuzac"
"205870","170010037","005-6","183548","0992236","0900","E14A68","R","Morelos","Amacuzac"
"205871","170010038","005-6","183708","0992054","0930","E14A68","R","Morelos","Amacuzac"
"205872","170010040","005-6","183634","0992146","0970","E14A68","R","Morelos","Amacuzac"
"205873","170010041","005-6","183534","0992240","0930","E14A68","R","Morelos","Amacuzac"
"205874","170010042","005-6","183501","0992239","0940","E14A68","R","Morelos","Amacuzac"
"205875","170010043","005-6","183734","0992102","0960","E14A68","R","Morelos","Amacuzac"
"205876","170010044","004-1","183617","0992345","0930","E14A68","R","Morelos","Amacuzac"
"205877","170010045","005-6","183705","0992011","0885","E14A68","R","Morelos","Amacuzac"
"205878","170010046","004-1","183704","0992157","0970","E14A68","R","Morelos","Amacuzac"
"205879","170010047","005-6","183517","0992134","0900","E14A68","R","Morelos","Amacuzac"
"205880","170010048","005-6","183529","0992207","0920","E14A68","R","Morelos","Amacuzac"
"205881","170010049","005-6","184057","992830","0920","E14A68","R","Morelos","Amacuzac"
"205882","170010050","005-6","183809","0992046","0890","E14A68","R","Morelos","Amacuzac"
"205883","170010051","005-6","183656","0992023","0910","E14A68","R","Morelos","Amacuzac"
"205884","170010053","005-6","183616","0992312","0980","E14A68","R","Morelos","Amacuzac"
"205885","170010055","005-6","183337","0992201","1000","E14A68","R","Morelos","Amacuzac"
"205886","170010058","","0","0","","","R","Morelos","Amacuzac"
"205887","170010059","","0","0","","","R","Morelos","Amacuzac"
"205888","170010060","","0","0","","","R","Morelos","Amacuzac"
"205889","170010061","","0","0","","","R","Morelos","Amacuzac"
"205890","170010062","","0","0","","","R","Morelos","Amacuzac"
"205891","170010063","005-6","183711","0992120","0930","E14A68","R","Morelos","Amacuzac"
"205892","170020001","004-9","185610","0985352","1640","E14B51","U","Morelos","Atlatlahucan"
"205893","170020002","003-4","185613","0985314","1653","E14B51","R","Morelos","Atlatlahucan"
"205894","170020003","003-4","185730","0985755","1600","E14B51","R","Morelos","Atlatlahucan"
"205895","170020004","","0","0","","","R","Morelos","Atlatlahucan"
"205896","170020005","","0","0","","","R","Morelos","Atlatlahucan"
"205897","170020006","003-4","185551","0985324","1610","E14B51","R","Morelos","Atlatlahucan"
"205898","170020007","","0","0","","","R","Morelos","Atlatlahucan"
"205899","170020008","003-4","185542","0985318","1610","E14B51","R","Morelos","Atlatlahucan"
"205900","170020009","003-4","185547","0985225","1720","E14B51","R","Morelos","Atlatlahucan"
"205901","170020010","","0","0","","","R","Morelos","Atlatlahucan"
"205902","170020012","003-4","185313","0985512","1465","E14B51","R","Morelos","Atlatlahucan"
"205903","170020013","","0","0","","","R","Morelos","Atlatlahucan"
"205904","170020014","003-4","185842","0985300","1887","E14B51","R","Morelos","Atlatlahucan"
"205905","170020015","","0","0","","","R","Morelos","Atlatlahucan"
"205906","170020016","003-4","185737","0985218","1762","E14B51","R","Morelos","Atlatlahucan"
"205907","170020017","","0","0","","","R","Morelos","Atlatlahucan"
"205908","170020018","003-4","185502","0985308","1598","E14B51","R","Morelos","Atlatlahucan"
"205909","170020019","","0","0","","","R","Morelos","Atlatlahucan"
"205910","170020020","003-4","185610","0985544","1600","E14B51","R","Morelos","Atlatlahucan"
"205911","170020021","003-4","185708","0985318","1720","E14B51","R","Morelos","Atlatlahucan"
"205912","170020022","003-4","185451","0985324","1582","E14B51","R","Morelos","Atlatlahucan"
"205913","170020023","","0","0","","","R","Morelos","Atlatlahucan"
"205914","170020024","003-4","185836","0985144","1910","E14B51","R","Morelos","Atlatlahucan"
"205915","170020025","003-4","185347","0985413","1518","E14B51","R","Morelos","Atlatlahucan"
"205916","170020026","","0","0","","","R","Morelos","Atlatlahucan"
"205917","170020027","","0","0","","","R","Morelos","Atlatlahucan"
"205918","170020028","003-4","185807","0985148","1815","E14B51","R","Morelos","Atlatlahucan"
"205919","170020029","003-4","185810","0985238","1820","E14B51","R","Morelos","Atlatlahucan"
"205920","170020030","003-4","185835","0985206","1880","E14B51","R","Morelos","Atlatlahucan"
"205921","170020031","003-4","185446","0985420","1538","E14B51","R","Morelos","Atlatlahucan"
"205922","170020032","003-4","185351","0985426","1514","E14B51","R","Morelos","Atlatlahucan"
"205923","170020033","013-8","185449","0985659","1430","E14B51","U","Morelos","Atlatlahucan"
"205924","170020034","003-4","185612","0985327","1600","E14B51","R","Morelos","Atlatlahucan"
