"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"208202","180010001","0000","222933","1052139","0030","F13A78","U","Nayarit","Acaponeta"
"208203","180010002","003-1","222912","1053119","0015","F13A78","R","Nayarit","Acaponeta"
"208204","180010003","","0","0","","","R","Nayarit","Acaponeta"
"208205","180010004","003-1","223013","1053058","0015","F13A68","R","Nayarit","Acaponeta"
"208206","180010005","","0","0","","","R","Nayarit","Acaponeta"
"208207","180010006","004-6","222818","1052505","0015","F13A78","R","Nayarit","Acaponeta"
"208208","180010007","011-6","222304","1052053","0020","F13A78","R","Nayarit","Acaponeta"
"208209","180010008","008-4","223148","1052024","0030","F13A68","R","Nayarit","Acaponeta"
"208210","180010009","003-1","222840","1052930","0015","F13A78","R","Nayarit","Acaponeta"
"208211","180010010","004-6","223113","1052648","0015","F13A68","R","Nayarit","Acaponeta"
"208212","180010011","004-6","222753","1052710","0015","F13A78","R","Nayarit","Acaponeta"
"208213","180010012","004-6","222816","1052214","0030","F13A78","R","Nayarit","Acaponeta"
"208214","180010013","","0","0","","","R","Nayarit","Acaponeta"
"208215","180010014","","0","0","","","R","Nayarit","Acaponeta"
"208216","180010015","","0","0","","","R","Nayarit","Acaponeta"
"208217","180010016","002-7","222902","1053322","0010","F13A78","R","Nayarit","Acaponeta"
"208218","180010017","","0","0","","","R","Nayarit","Acaponeta"
"208219","180010018","019-2","222707","1051406","0300","F13A79","R","Nayarit","Acaponeta"
"208220","180010019","011-6","222714","1052040","0030","F13A78","R","Nayarit","Acaponeta"
"208221","180010020","004-6","223223","1052601","0025","F13A68","R","Nayarit","Acaponeta"
"208222","180010021","004-6","223041","1052152","0040","F13A68","R","Nayarit","Acaponeta"
"208223","180010022","001-2","223651","1052636","0040","F13A68","R","Nayarit","Acaponeta"
"208224","180010023","","0","0","","","R","Nayarit","Acaponeta"
"208225","180010024","008-4","223230","1051829","0000","F13A69","R","Nayarit","Acaponeta"
"208226","180010025","","0","0","","","R","Nayarit","Acaponeta"
"208227","180010026","","0","0","","","R","Nayarit","Acaponeta"
"208228","180010027","","0","0","","","R","Nayarit","Acaponeta"
"208229","180010028","011-6","222648","1052201","0020","F13A78","R","Nayarit","Acaponeta"
"208230","180010029","001-2","223946","1052734","0060","F13A68","R","Nayarit","Acaponeta"
"208231","180010030","","0","0","","","R","Nayarit","Acaponeta"
"208232","180010031","","0","0","","","R","Nayarit","Acaponeta"
"208233","180010032","004-6","222752","1052223","0040","F13A78","R","Nayarit","Acaponeta"
"208234","180010033","004-6","222847","1052415","0015","F13A78","R","Nayarit","Acaponeta"
"208235","180010034","","0","0","","","R","Nayarit","Acaponeta"
"208236","180010035","","0","0","","","R","Nayarit","Acaponeta"
"208237","180010036","001-2","223830","1052756","0050","F13A68","R","Nayarit","Acaponeta"
"208238","180010037","011-6","222423","1052320","0015","F13A78","R","Nayarit","Acaponeta"
"208239","180010038","001-2","223753","1052726","0040","F13A68","R","Nayarit","Acaponeta"
"208240","180010039","001-2","223434","1052556","0030","F13A68","R","Nayarit","Acaponeta"
"208241","180010040","001-2","223533","1052612","0040","F13A68","R","Nayarit","Acaponeta"
"208242","180010041","003-1","222914","1052819","0015","F13A78","R","Nayarit","Acaponeta"
"208243","180010043","004-6","222923","1052723","0015","F13A78","R","Nayarit","Acaponeta"
"208244","180010044","004-6","222932","1052545","0015","F13A78","R","Nayarit","Acaponeta"
"208245","180010045","011-6","222622","1052037","0020","F13A78","R","Nayarit","Acaponeta"
"208246","180010046","","0","0","","","R","Nayarit","Acaponeta"
"208247","180010047","","0","0","","","R","Nayarit","Acaponeta"
"208248","180010048","","0","0","","","R","Nayarit","Acaponeta"
"208249","180010049","","0","0","","","R","Nayarit","Acaponeta"
"208250","180010050","011-6","222559","1052234","0015","F13A78","R","Nayarit","Acaponeta"
"208251","180010051","","0","0","","","R","Nayarit","Acaponeta"
"208252","180010052","011-6","222421","1052049","0020","F13A78","R","Nayarit","Acaponeta"
"208253","180010053","","0","0","","","R","Nayarit","Acaponeta"
"208254","180010054","008-4","223206","1052104","0050","F13A68","R","Nayarit","Acaponeta"
"208255","180010055","008-4","223332","1052116","0050","F13A68","R","Nayarit","Acaponeta"
"208256","180010056","019-2","223204","1051137","0790","F13A69","R","Nayarit","Acaponeta"
"208257","180010057","","0","0","","","R","Nayarit","Acaponeta"
"208258","180010058","019-2","222557","1051029","0840","F13A79","R","Nayarit","Acaponeta"
"208259","180010059","008-4","223206","1051740","0060","F13A69","R","Nayarit","Acaponeta"
"208260","180010060","","0","0","","","R","Nayarit","Acaponeta"
"208261","180010061","","0","0","","","R","Nayarit","Acaponeta"
"208262","180010062","008-4","223300","1051935","0040","F13A69","R","Nayarit","Acaponeta"
"208263","180010063","020-5","222352","1051447","0100","F13A79","R","Nayarit","Acaponeta"
"208264","180010064","020-5","222006","1051436","0000","F13A79","R","Nayarit","Acaponeta"
"208265","180010065","011-6","222730","1051738","0060","F13A79","R","Nayarit","Acaponeta"
