"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"256991","230010001","002-8","203100","0865630","0005","F16D61","U","Quintana Roo","Cozumel"
"256992","230010002","065-3","202347","0871849","0005","F16C79","R","Quintana Roo","Cozumel"
"256993","230010003","","0","0","","","R","Quintana Roo","Cozumel"
"256994","230010004","","0","0","","","R","Quintana Roo","Cozumel"
"256995","230010005","059-8","087345","202115","0015","F16C78","R","Quintana Roo","Cozumel"
"256996","230010007","","0","0","","","R","Quintana Roo","Cozumel"
"256997","230010008","","0","0","","","R","Quintana Roo","Cozumel"
"256998","230010009","","0","0","","","R","Quintana Roo","Cozumel"
"256999","230010010","","0","0","","","R","Quintana Roo","Cozumel"
"257000","230010011","","0","0","","","R","Quintana Roo","Cozumel"
"257001","230010012","053-0","202941","0874407","0000","F16C77","R","Quintana Roo","Cozumel"
"257002","230010013","","0","0","","","R","Quintana Roo","Cozumel"
"257003","230010014","","0","0","","","R","Quintana Roo","Cozumel"
"257004","230010015","","0","0","","","R","Quintana Roo","Cozumel"
"257005","230010016","","0","0","","","R","Quintana Roo","Cozumel"
"257006","230010017","","0","0","","","R","Quintana Roo","Cozumel"
"257007","230010018","","0","0","","","R","Quintana Roo","Cozumel"
"257008","230010019","062-A","203643","0870455","0000","F16C79","R","Quintana Roo","Cozumel"
"257009","230010020","","0","0","","","R","Quintana Roo","Cozumel"
"257010","230010021","070-4","201646","0865850","0005","F16D71","R","Quintana Roo","Cozumel"
"257011","230010022","070-4","203600","0864359","0005","F16D61","R","Quintana Roo","Cozumel"
"257012","230010023","","0","0","","","R","Quintana Roo","Cozumel"
"257013","230010025","","0","0","","","R","Quintana Roo","Cozumel"
"257014","230010026","051-1","184532","0870759","0000","F16C69","R","Quintana Roo","Cozumel"
"257015","230010027","","0","0","","","R","Quintana Roo","Cozumel"
"257016","230010028","","0","0","","","R","Quintana Roo","Cozumel"
"257017","230010029","","0","0","","","R","Quintana Roo","Cozumel"
"257018","230010030","","0","0","","","R","Quintana Roo","Cozumel"
"257019","230010031","049-4","865854","0204444","0000","F16D61","R","Quintana Roo","Cozumel"
"257020","230010032","","0","0","","","R","Quintana Roo","Cozumel"
"257021","230010033","","0","0","","","R","Quintana Roo","Cozumel"
