"CLAVE","CVE_GEOEST","CVE_AGEB","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"228510","200010001","003-9","172606","0963624","2260","E14D38","U","Oaxaca","Abejones"
"228511","200010002","002-4","172548","0963606","2200","E14D38","R","Oaxaca","Abejones"
"228512","200020001","017-8","183220","0963620","0115","E14B68","U","Oaxaca","Acatlán de Pérez Figueroa"
"228513","200020002","005-5","182839","0963532","0247","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228514","200020003","006-A","182951","0963250","0121","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228515","200020004","012-5","182335","0962144","0075","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228516","200020005","008-9","182712","0963840","0092","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228517","200020006","001-7","183504","0963333","0140","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228518","200020007","005-5","182734","0963820","0104","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228519","200020008","003-6","183357","0962938","0110","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228520","200020009","007-4","182647","0962538","0091","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228521","200020010","005-5","183357"," 962842","0140","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228522","200020011","011-0","182200","0962848","0075","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228523","200020012","009-3","182336","0963552","0095","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228524","200020013","009-3","182224","0963424","0074","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228525","200020014","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228526","200020015","012-5","182613","0962350","0057","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228527","200020016","005-5","183323","0963817","0150","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228528","200020017","005-5","183308","0963754","0150","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228529","200020018","007-4","182858","0962615","0075","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228530","200020019","012-5","182452","0962239","0084","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228531","200020020","005-5","182927","0963925","0122","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228532","200020021","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228533","200020022","005-5","183029","0963819","0040","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228534","200020023","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228535","200020024","007-4","182951","0962524","0085","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228536","200020025","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228537","200020026","007-4","182626","0962904","0086","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228538","200020027","007-4","182810","0962600","0086","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228539","200020028","003-6","183028","0962841","0100","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228540","200020029","012-5","182114","0962058","0047","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228541","200020030","012-5","182418","0962159","0068","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228542","200020031","007-4","182906","0962754","0096","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228543","200020032","011-0","182012","0962704","0079","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228544","200020033","011-0","182336","0962958","0097","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228545","200020034","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228546","200020035","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228547","200020036","006-A","182549","0963031","0096","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228548","200020037","025-2","183025","0962730","0080","E14B68","U","Oaxaca","Acatlán de Pérez Figueroa"
"228549","200020038","012-5","182443","0962310","0063","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228550","200020039","013-A","183050","0963130","0120","E14B68","U","Oaxaca","Acatlán de Pérez Figueroa"
"228551","200020040","007-4","182659","0962601","0088","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228552","200020041","007-4","183018","0963024","0110","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228553","200020042","007-4","182633","0962428","0060","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228554","200020043","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228555","200020044","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228556","200020045","003-6","183210","0962716","0090","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228557","200020046","001-7","183328","0963611","0140","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228558","200020047","006-A","182534","0963705","0102","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228559","200020048","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228560","200020049","006-A","182701","0963104","0105","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228561","200020050","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228562","200020051","006-A","182623","0963147","0084","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228563","200020053","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228564","200020054","005-5","183225","0963723","0130","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228565","200020055","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228566","200020056","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228567","200020057","007-4","182810","0962658","0104","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228568","200020058","012-5","182337","0962632","0088","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228569","200020059","006-A","182618","0963256","0260","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228570","200020060","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228571","200020061","006-A","182700","0963747","0100","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228572","200020062","","0","0","","","R","Oaxaca","Acatlán de Pérez Figueroa"
"228573","200020063","007-4","182600","0962527","0040","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228574","200020064","012-5","182525"," 962320","0060","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228575","200020065","007-4","182655"," 962410","0050","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228576","200020066","001-7","183458","0963130","0130","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228577","200020067","005-5","182830","0963912","0130","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228578","200020068","007-4","182836","0963040","0100","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228579","200020069","011-0","182427","0963048","0101","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228580","200020070","003-6","183320","0962823","0100","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228581","200020071","005-5","183118","0963654","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228582","200020072","003-6","183208","0963008","0110","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228583","200020073","005-5","183116","0963749","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228584","200020074","001-7","183451","0963053","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228585","200020077","007-4","183015","0963001","0110","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228586","200020078","003-6","183422","0962831","0100","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228587","200020079","003-6","183258"," 962927","0095","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228588","200020080","006-A","182508","0963644","0088","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228589","200020081","001-7","183317","0963226","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228590","200020082","001-7","183317","0963126","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228591","200020083","001-7","183448"," 963037","0125","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228592","200020084","001-7","183404","0963300","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228593","200020089","011-0","182439","0962757","0077","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228594","200020092","007-4","182912","0962557","0076","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228595","200020094","006-A","182803","0963214","0105","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228596","200020095","007-4","182752"," 963020","0095","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228597","200020097","003-6","183300"," 962815","0095","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228598","200020098","007-4","182935","0962829","0110","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228599","200020099","005-5","183358","0963858","0155","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228600","200020100","001-7","183406","0963159","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228601","200020101","009-3","182331","0963455","0085","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228602","200020102","001-7","183351","0963106","0130","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228603","200020103","007-4","182610"," 962605","0060","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228604","200020105","007-4","183028"," 962530","0080","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228605","200020107","005-5","183239","0963729","0140","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228606","200020108","005-5","183109","0963745","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228607","200020109","001-7","183356","0963740","0140","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228608","200020110","005-5","183038","0963421","0160","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228609","200020111","005-5","183139","0963704","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228610","200020112","005-5","182853"," 963931","0100","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228611","200020113","005-5","182949","0963600","0250","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228612","200020114","006-A","182821","0963440","0460","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228613","200020116","008-9","182742","0964109","0080","E14B77","R","Oaxaca","Acatlán de Pérez Figueroa"
"228614","200020117","008-9","182740","0964012","0060","E14B77","R","Oaxaca","Acatlán de Pérez Figueroa"
"228615","200020118","006-A","182503","0963048","0085","E14B78","R","Oaxaca","Acatlán de Pérez Figueroa"
"228616","200020119","001-7","183157","0963521","0130","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228617","200020120","001-7","183118","0963409","0160","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228618","200020121","001-7","183421","0963209","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228619","200020122","001-7","183428","0963145","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228620","200020123","001-7","183329","0963148","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228621","200020124","001-7","183450","0963111","0120","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228622","200020125","001-7","183455","0963120","0130","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228623","200020127","001-7","183111","0963450","0170","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228624","200020128","003-6","183104","0962558","0080","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
"228625","200020129","003-6","183401","0962759","0100","E14B68","R","Oaxaca","Acatlán de Pérez Figueroa"
